CMS Certification Number (CCN),Network,Facility Name,Five Star,Address Line 1,City/Town,State,ZIP Code,County/Parish,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Patient Survival Category Text,Number of Patients included in survival summary,Mortality Rate (Facility),Patient hospitalization category text,Hospitalization Rate (Facility),Patient Hospital Readmission Category,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Patient Transfusion category text,Transfusion Rate (Facility),Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,Standardized ED visits ratio (Facility),Standardized ED visits within 30 days of hospital discharge ratio (Facility),Standard Infection Ratio,Fistula Category Text,Fistula Rate (Facility),Healthcare worker COVID-19 vaccination adherence percentage,Number of Dialysis Patients with Hgb data,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL
492556,5,DaVita Hioaks Dialysis,3,671 HIOAKS RD,RICHMOND,VA,23225,Richmond City,Profit,Yes,DaVita,No,21,Yes,Yes,Yes,As Expected,595,28,As Expected,156.8,As Expected,134,24.2,As Expected,38.8,88,1.55,As Expected,171,25.6,0.87,0.91,0.82,As Expected,57.2,4,41,1652,1,6,17,25,29,23
442746,8,DIALYSIS CARE CENTER TIPTON COUNTY LLC,,1921 HWY US51 S,COVINGTON,TN,38019,Tipton,Profit,No,Independent,No,4,Yes,Yes,No,As Expected,64,37.5,As Expected,146.5,Not Available,3,,Not Available,,17,,As Expected,12,30.8,,,,Not Available,,,2,98,1,1,22,46,22,10
12663,8,DaVita Perry County Dialysis,4,611 EAST LAFAYETTE STREET,MARION,AL,36756,Perry,Profit,Yes,DaVita,No,10,Yes,No,No,As Expected,117,12.9,Better than Expected,37.4,As Expected,11,21.6,Not Available,,8,,As Expected,26,10.6,1.76,,0.44,As Expected,56.3,6,5,308,1,4,23,30,21,23
342690,6,DaVita Sandhills Dialysis,3,934 S. Long Drive,Rockingham,NC,28379,Richmond,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,272,29.5,As Expected,121.6,As Expected,49,24,Not Available,,33,,As Expected,63,3.5,1.57,1.79,0.6,As Expected,68.3,0,14,621,1,4,17,23,28,28
142637,10,FMC - BREESE DIALYSIS,3,160 NORTH MAIN STREET,BREESE,IL,62230,Clinton,Profit,Yes,Fresenius Medical Care,No,8,Yes,Yes,Yes,As Expected,148,14.9,As Expected,171.8,As Expected,38,27.5,Not Available,,12,,As Expected,20,3.2,1.05,1.29,0,As Expected,49.6,0,17,215,1,6,21,27,26,21
332792,2,Fresenius Kidney Care- Batavia,1,4185 Veterans Memorial Drive,Batavia,NY,14020,Genesee,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,Yes,As Expected,153,26.2,As Expected,203.6,As Expected,36,27.3,Not Available,,19,,As Expected,31,14.8,0.6,1.34,0.24,As Expected,35.4,0,6,262,3,5,24,30,30,12
742506,14,US Renal Care Premier Dialysis East Dialysis,2,11255 Garland Rd.,DALLAS,TX,75218,Dallas,Profit,Yes,"US Renal Care, Inc.",No,12,Yes,No,No,As Expected,223,30.6,As Expected,184.6,As Expected,56,32.9,As Expected,67.8,43,0.75,As Expected,52,13.1,1.27,0.51,0.99,As Expected,50.1,0,15,500,0,8,26,33,19,14
522603,11,FRESENIUS MEDICAL CARE - BARABOO,3,1600 JEFFERSON ST,BARABOO,WI,53913,Sauk,Profit,Yes,Fresenius Medical Care,Yes,12,Yes,No,No,As Expected,225,22.1,As Expected,99.3,As Expected,30,8.8,As Expected,52.1,22,,As Expected,60,9.6,1.13,1.01,0.17,As Expected,65.3,8,19,651,1,5,24,32,25,13
492591,5,DaVita Fairfax Dialysis Center,4,8501 ARLINGTON BOULEVARD,FAIRFAX,VA,22031,Fairfax,Profit,Yes,DaVita,Yes,24,Yes,Yes,Yes,As Expected,244,24,As Expected,96.5,As Expected,27,17.3,As Expected,0,23,1.21,As Expected,71,15.3,1.61,1,0,As Expected,72.1,1,19,729,3,6,20,24,30,20
52835,18,U.S. Renal Care Chula Vista Broadway Dialysis,4,"1181 Broadway, Suite 5",Chula Vista,CA,91911,San Diego,Profit,Yes,"US Renal Care, Inc.",Yes,32,Yes,No,No,As Expected,724,18.8,Better than Expected,86.8,As Expected,116,23.5,As Expected,0,75,1,As Expected,172,17.3,1.03,1.47,0,As Expected,62.6,0,13,2063,1,4,33,39,16,8
442760,8,DCC Ooltewah,3,6085 ARBURY WAY,OOLTEWAH,TN,37363,Hamilton,Profit,No,Independent,Yes,20,Yes,Yes,Yes,As Expected,107,23.4,As Expected,132.9,As Expected,32,23.6,Not Available,,9,,As Expected,32,12.3,0.69,1.54,,As Expected,63.6,,9,331,1,3,22,30,31,14
232731,11,FRESENIUS KIDNEY CARE ROCHESTER HILLS DIALYSIS,3,1406 WALTON BLVD,ROCHESTER HILLS,MI,48309,Oakland,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,168,21.6,As Expected,154.2,As Expected,40,21.8,Not Available,,25,,As Expected,33,9.3,0.47,0.36,0,As Expected,63.7,0,12,424,1,7,27,31,21,14
212666,5,UNIVERSAL DIALYSIS CENTER,3,3804 BLADENSBURG RD,COTTAGE CITY,MD,20722,Prince Georges,Profit,Yes,American Renal Associates,No,17,Yes,No,No,As Expected,155,24,As Expected,135.2,As Expected,29,26.8,As Expected,0,11,,As Expected,55,14.1,0.83,1.48,0,As Expected,59.5,100,19,468,3,10,21,28,27,13
232591,11,FMC - BALDWIN,4,37 S PERE MARQUETTE HWY,LUDINGTON,MI,49431,Mason,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,123,15.4,As Expected,135.2,As Expected,34,22.4,Not Available,,9,,As Expected,26,11.5,0.86,0.99,0.47,As Expected,64.2,3,9,273,0,5,23,24,30,17
142615,10,DaVita Stonecrest Dialysis,3,1302 E. STATE ST.,ROCKFORD,IL,61104,Winnebago,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,241,14.4,As Expected,141,As Expected,42,33.3,Not Available,,34,0.7,As Expected,48,11.6,0.26,1.02,0,As Expected,56.9,0,17,593,0,7,25,33,22,13
342702,6,FMC Sea Spray,5,1165 Cedar Point Boulevard,SWANSBORO,NC,28584,Carteret,Profit,Yes,Fresenius Medical Care,No,10,Yes,Yes,Yes,As Expected,241,26,As Expected,121.1,As Expected,35,24.9,As Expected,55.8,20,,As Expected,57,27.3,1.46,1.81,0,Better than Expected,91.3,0,17,536,0,10,25,22,26,17
142554,10,FMC - NEOMEDICA - MELROSE PARK,4,6 North 9th Avenue,MELROSE PARK,IL,60160,Cook,Profit,Yes,Fresenius Medical Care,No,18,Yes,Yes,No,As Expected,252,19.1,As Expected,153.5,As Expected,57,23.2,As Expected,14.9,28,1.12,As Expected,73,10.7,1.13,0.46,0.44,As Expected,74.9,0,27,761,0,13,24,24,24,15
62584,15,062584 SOUTH DENVER DIALYSIS (FMC),3,3410 S GALENA ST SUITE 100,DENVER,CO,80231,Denver,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,152,28.8,As Expected,129.2,As Expected,31,10.8,As Expected,23.4,23,0.96,As Expected,66,15.9,1.12,1.82,0,As Expected,66.3,0,10,649,3,8,24,25,25,18
362807,9,DaVita Meadowhawk Dialysis,2,491 COLEMANS XING,MARYSVILLE,OH,43040,Union,Profit,Yes,DaVita,No,9,Yes,Yes,No,As Expected,134,21.2,As Expected,151.6,As Expected,38,30.9,Not Available,,23,,As Expected,33,18.6,1.05,0.55,0.36,As Expected,47.3,0,11,375,4,6,30,30,20,14
682738,7,DaVita Tamiami Dialysis,2,1635 SW 107th Ave,Miami,FL,33165,Miami-Dade,Profit,Yes,DaVita,No,11,Yes,No,No,As Expected,35,32.1,As Expected,167.8,As Expected,30,21.3,Not Available,,1,,As Expected,34,15.2,1.02,,0,As Expected,69.8,0,10,349,4,9,15,17,31,28
752514,18,DaVita Hidden Valley,3,1951 Citracado Pkwy,Escondido,CA,92029,San Diego,Profit,Yes,DaVita,Yes,37,Yes,Yes,No,As Expected,209,25,As Expected,155,As Expected,77,26.7,As Expected,60.3,64,0.27,As Expected,112,17,0.88,1.04,0.13,As Expected,66.5,0,26,1051,1,7,24,31,24,14
552738,17,DaVita Stevens Creek Dialysis,3,275 DI SALVO AVE,SAN JOSE,CA,95128,Santa Clara,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,242,16,As Expected,160.1,As Expected,65,32.4,As Expected,42.2,25,,As Expected,56,29,1.83,1.99,0,As Expected,58.3,2,24,637,4,8,20,25,24,23
12619,8,DaVita Northriver Home Dialysis (PD),3,1850 McFarland Blvd North STE B,TUSCALOOSA,AL,35406,Tuscaloosa,Profit,Yes,DaVita,No,0,No,Yes,No,As Expected,230,31.1,As Expected,174.5,As Expected,45,22.3,As Expected,18.8,14,,As Expected,68,15.8,0.82,0.72,,Not Available,,,13,525,0,4,15,25,32,24
242615,11,FRESENIUS KIDNEY CARE OLIVIA,,600 E. PARK AVE.,OLIVIA,MN,56277,Renville,Profit,Yes,Fresenius Medical Care,No,10,Yes,No,No,As Expected,33,20.1,As Expected,109.9,As Expected,13,9.2,Not Available,,1,,Not Available,8,,,3.02,0,As Expected,57.2,0,5,117,0,12,33,30,16,9
142534,10,DaVita Logan Square Dialysis,3,2838 N Kimball Ave,CHICAGO,IL,60618,Cook,Profit,Yes,DaVita,No,27,Yes,No,No,As Expected,279,17.6,As Expected,136.6,As Expected,40,36.1,As Expected,18.8,31,0.32,As Expected,75,11.3,0.69,0.66,0.16,Better than Expected,77.1,0,20,804,4,8,19,25,28,20
502557,16,FMC COLVILLE,5,147 GARDEN HOMES DR,COLVILLE,WA,99114,Stevens,Profit,Yes,Fresenius Medical Care,Yes,8,Yes,Yes,Yes,As Expected,139,26.8,Better than Expected,47,As Expected,12,0,As Expected,17.1,17,,As Expected,30,12.9,1.12,1.36,0,As Expected,69.5,0,11,350,1,2,17,25,33,24
342767,6,North Davidson Dialysis Center of Wake Forest University,3,295 Millers Creek Dr.,Winston Salem,NC,27127,Forsyth,Non-profit,Yes,Other,No,19,Yes,Yes,No,Not Available,26,,As Expected,92.1,As Expected,15,16.9,Not Available,,0,,As Expected,24,14.6,1.62,,,As Expected,55.3,,11,262,0,5,29,28,26,13
102745,7,RCG - SACRED HEART - ADULT DIALYSIS,2,5401 CORPORATE WOODS DR STE 850,PENSACOLA,FL,32504,Escambia,Profit,Yes,Fresenius Medical Care,Yes,25,Yes,No,No,As Expected,415,24.2,As Expected,140.8,As Expected,87,25.1,As Expected,59.2,70,0.16,As Expected,79,9.7,0.67,0.59,0.25,As Expected,64.2,0,16,872,1,5,18,25,27,25
512533,5,FRESENIUS MEDICAL CARE KANAWHA COUNTY,1,951 DUNBAR VILLAGE,DUNBAR,WV,25064,Kanawha,Profit,Yes,Fresenius Medical Care,No,25,Yes,Yes,Yes,As Expected,465,25.1,As Expected,161.6,As Expected,115,30.2,Worse than Expected,94.6,87,1.16,Worse than Expected,110,5.1,1,0.91,0.11,As Expected,53.8,0,26,974,1,7,21,25,27,20
212748,5,Renalis Pineview,,9106 Pineview Lane,Clinton,MD,20735,Prince Georges,Profit,No,Independent,No,10,Yes,No,No,Worse than Expected,145,35.4,As Expected,87.5,As Expected,44,22.6,Worse than Expected,105.4,3,,Not Available,3,,0.58,1.05,,As Expected,44.1,,20,306,2,24,41,24,9,1
452673,14,FRESENIUS MEDICAL CARE TRI CITY,4,1720 E HIGHWAY 97,JOURDANTON,TX,78026,Atascosa,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,As Expected,214,26.4,As Expected,117.1,As Expected,45,33,Not Available,,23,,As Expected,43,13.4,1.36,0.44,0.38,Better than Expected,82.8,5,9,524,0,6,25,45,12,11
442691,8,FMC SKYWAY,4,783 NEW HIGHWAY 68,SWEETWATER,TN,37874,Monroe,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,209,22.5,As Expected,155.2,As Expected,41,29.3,As Expected,10.2,30,1.27,As Expected,47,23.5,0.77,0.24,0,As Expected,63.6,0,11,453,1,6,17,28,23,27
442660,8,U.S. RENAL CARE GALLERIA DIALYSIS,2,8592 RICKY BELL COVE,MEMPHIS,TN,38133,Shelby,Profit,Yes,Diversified Specialty Institutes (DSI),No,20,Yes,Yes,No,As Expected,273,30.4,As Expected,163.4,As Expected,68,39.3,As Expected,14.6,49,0.8,As Expected,82,13.7,1.11,0.89,0,As Expected,62.5,0,21,736,0,6,30,29,20,13
522611,11,FRESENIUS KIDNEY CARE JANESVILLE,2,1407 CRESTON PARK DR,JANESVILLE,WI,53545,Rock,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,No,As Expected,251,18.7,As Expected,121.2,As Expected,63,19.2,As Expected,27.6,40,0.48,As Expected,71,16.5,1.04,1.33,0.27,As Expected,47.2,8,20,772,3,8,22,24,29,18
522579,11,DaVita Mequon Road Dialysis,3,W175 N11056 STONEWOOD DR,GERMANTOWN,WI,53022,Washington,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,135,24.8,As Expected,178.1,As Expected,30,21.8,Not Available,,9,,As Expected,20,27.7,1.5,0.89,0,As Expected,58.5,5,9,245,0,12,26,32,21,9
62592,15,DaVita Montbello Dialysis,3,4834 Chambers Road,DENVER,CO,80239,Denver,Profit,Yes,DaVita,No,12,Yes,No,No,As Expected,167,27.8,As Expected,130.8,As Expected,30,29.5,As Expected,10.5,26,0.81,As Expected,54,11.2,1.01,0.51,0.41,As Expected,71.5,4,13,513,0,8,21,23,28,20
362547,9,DaVita Maumee Bay Dialysis,2,3310 DUSTIN RD,OREGON,OH,43616,Lucas,Profit,Yes,DaVita,No,18,Yes,Yes,Yes,As Expected,324,16.1,As Expected,191.2,As Expected,118,28.2,Not Available,,37,1.19,As Expected,63,3.3,0.93,0.92,0.13,As Expected,58.1,0,12,656,2,10,24,24,23,19
142867,10,DaVita Melrose Park Dialysis,3,1985 N. Mannheim Road,MELROSE PARK,IL,60160,Cook,Profit,Yes,DaVita,No,12,Yes,Yes,No,As Expected,78,11.4,As Expected,136.4,As Expected,21,22.3,Not Available,,25,1.6,As Expected,29,26.2,1.15,1.39,0,As Expected,55.4,0,6,355,5,5,23,29,23,20
52633,18,MISSION HILLS DIALYSIS LLC,1,"11550 Indian Hills Road, Suite 100",Mission Hills,CA,91345,Los Angeles,Profit,Yes,Other,Yes,23,Yes,Yes,No,As Expected,429,15.9,As Expected,138.1,As Expected,110,27.2,As Expected,14.4,50,0,As Expected,142,8,0.85,1.33,0.37,Worse than Expected,38.6,,40,1568,41,6,29,39,14,12
362798,9,US RENAL CARE BARBERTON DIALYSIS,4,33 3RD STREET SE SUITE 100,BARBERTON,OH,44203,Summit,Profit,Yes,"US Renal Care, Inc.",Yes,13,Yes,No,No,As Expected,222,22.1,As Expected,125.5,As Expected,35,17.2,Not Available,,36,0.89,As Expected,39,15.3,0.37,1.5,0.31,As Expected,66,0,9,421,0,8,42,30,14,6
142560,10,DaVita Skyline Home Dialysis,,7009 W. BELMONT AVE.,CHICAGO,IL,60634,Cook,Profit,Yes,DaVita,No,0,No,Yes,Yes,As Expected,31,18.9,Not Available,,As Expected,12,39.2,Not Available,,1,,Not Available,5,,,,,Not Available,,,2,70,,,,,,
682618,7,DaVita Orlando Airport Dialysis,2,5778 S Semoran Blvd,ORLANDO,FL,32822,Orange,Profit,Yes,DaVita,No,24,Yes,No,No,As Expected,337,22.6,Worse than Expected,240.1,Worse than Expected,127,37.3,As Expected,42.1,49,0.8,As Expected,80,9.4,0.83,0.87,0,As Expected,52.9,0,20,721,0,5,20,28,33,14
362874,9,FMC Toledo Downtown Dialysis,2,1313 Cherry Street,TOLEDO,OH,43608,Lucas,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,As Expected,214,16.9,Worse than Expected,214.7,As Expected,71,27.3,Not Available,,29,,As Expected,55,2,1.63,1.53,1.14,As Expected,41.7,,4,512,0,7,16,25,24,28
402533,3,Atlantis Manati,1,The Renal Center of Manati; Hospital Dr. Center,MANATI,PR,674,Manati,Profit,Yes,Atlantis Healthcare Group,Yes,43,Yes,Yes,No,As Expected,850,21.5,Worse than Expected,188.4,As Expected,256,29.9,Not Available,,105,0.19,As Expected,179,5.3,0.2,0.37,0.44,Worse than Expected,40.3,,9,2226,1,8,27,33,24,8
112766,6,FRESENIUS MEDICAL CARE OF BULLOCH COUNTY,1,1355 BRAMPTON AVE,STATESBORO,GA,30458,Bulloch,Profit,Yes,Fresenius Medical Care,No,21,Yes,Yes,Yes,Worse than Expected,281,33.4,As Expected,185.8,As Expected,87,29.7,Not Available,,25,,As Expected,64,13.7,1.6,0.99,0.63,As Expected,47.9,0,23,642,1,7,20,22,26,25
232549,11,DaVita Novi Dialysis,3,27150 PROVIDENCE PKWY STE A,NOVI,MI,48374,Oakland,Profit,Yes,DaVita,No,21,Yes,No,No,As Expected,378,16.8,As Expected,162.8,As Expected,102,22.2,As Expected,10.5,29,,As Expected,70,4.2,0.54,1.03,0.35,As Expected,48.5,0,25,838,1,9,24,29,26,12
372311,13,OU CHILDREN'S DIALYSIS,,OU Children's Dialysis Unit,OKLAHOMA CITY,OK,73104,Oklahoma,Non-profit,Yes,Other,No,6,Yes,Yes,Yes,Not Available,47,,Not Available,,Not Available,6,,Not Available,,19,0.86,As Expected,22,20.4,,,,Not Available,,29,2,40,,,,,,
112518,6,FRESENIUS KIDNEY CARE WAYCROSS,1,220 UVALDA ST,WAYCROSS,GA,31501,Ware,Profit,Yes,Fresenius Medical Care,No,14,Yes,Yes,No,Worse than Expected,331,34.1,As Expected,180.7,Worse than Expected,49,44.7,As Expected,31.2,54,0,As Expected,61,7,0.9,0.67,1.11,As Expected,43.9,0,14,651,1,7,18,26,30,20
52581,18,U.S. Renal Care Gardena Dialysis - Redondo,3,"1045 W. Redondo Beach Blvd., Suite 105",Gardena,CA,90247,Los Angeles,Profit,Yes,"US Renal Care, Inc.",No,17,Yes,No,No,Worse than Expected,334,31.9,As Expected,129.6,As Expected,61,22.7,As Expected,45.9,47,0.76,As Expected,92,14.9,0.92,1.04,0.33,As Expected,64.1,0,26,1050,1,9,31,21,26,14
102794,7,ARA - WEST JACKSONVILLE LLC,4,425 N LEE STREET SUITE 103,JACKSONVILLE,FL,32204,Duval,Profit,Yes,American Renal Associates,No,29,Yes,Yes,Yes,As Expected,455,19.9,As Expected,133.9,As Expected,75,18.8,As Expected,5.2,48,1.03,As Expected,95,19.8,0.7,0.79,1.49,As Expected,53.6,0,24,1044,0,5,30,35,20,10
102708,7,DaVita Pine Island Kidney Center,3,1871 N PINE ISLAND RD,PLANTATION,FL,33322,Broward,Profit,Yes,DaVita,No,20,Yes,No,No,As Expected,327,19.9,As Expected,123.7,As Expected,58,18.8,As Expected,12.3,23,,As Expected,76,18.7,0.69,0.58,0,As Expected,53.9,2,25,715,4,8,24,33,24,11
493518,5,UVA- Culpeper Dialysis,,610 Laurel St,Culpeper,VA,22701,Culpeper,Non-profit,Yes,State Owned,No,7,Yes,No,No,As Expected,28,21.7,Not Available,,Not Available,2,,Not Available,,5,,Not Available,8,,,,,Not Available,,,0,78,,,,,,
62580,15,062580 NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC),5,5285 MCWHINNEY BLVD #190,LOVELAND,CO,80538,Larimer,Profit,Yes,Fresenius Medical Care,No,4,No,Yes,Yes,As Expected,257,22,As Expected,87.8,As Expected,20,6.5,As Expected,39.8,29,3.4,Better than Expected,87,34.9,0.8,0.81,,As Expected,66,0,6,629,1,8,26,32,24,9
42570,13,DaVita Malvern Dialysis,2,1590 TANNER ST,MALVERN,AR,72104,Hot Spring,Profit,Yes,DaVita,No,26,Yes,Yes,No,As Expected,166,25.2,As Expected,115.1,As Expected,33,19.7,As Expected,10.3,25,,As Expected,31,1.7,1.3,1.76,0,As Expected,52,0,15,376,3,5,26,31,20,18
552762,18,U.S. Renal Care Chula Vista Dialysis,3,2084 Otay Lakes Rd Ste 101,CHULA VISTA,CA,91915,San Diego,Profit,Yes,"US Renal Care, Inc.",No,15,Yes,No,No,As Expected,310,19.2,As Expected,164.4,As Expected,96,25.2,As Expected,6.6,24,,As Expected,56,18,0.83,1.1,0,As Expected,58.1,0,45,745,0,17,29,22,21,12
172564,12,DaVita Manhattan Dialysis,4,519 McCall Rd Suite 100,MANHATTAN,KS,66502,Riley,Profit,Yes,DaVita,No,8,Yes,Yes,No,As Expected,127,27.3,As Expected,108.6,As Expected,21,10.2,Not Available,,21,,As Expected,29,18.1,0.99,1.53,0,As Expected,81.3,9,10,270,2,4,20,26,31,20
122516,17,LIBERTY DIALYSIS HAWAII - WEST KAUAI DIALYSIS,3,4643 A WAIMEA CANYON ROAD,WAIMEA,HI,96796,Kauai,Profit,Yes,Fresenius Medical Care,No,8,Yes,No,No,As Expected,195,25.7,As Expected,86.1,As Expected,27,26.6,Not Available,,21,0,As Expected,52,4.2,1.75,3.23,0.25,As Expected,55.9,0,12,526,1,7,22,28,22,21
112528,6,DaVita Americus Dialysis,1,227 N Lee Street,AMERICUS,GA,31709,Sumter,Profit,Yes,DaVita,No,19,Yes,Yes,No,As Expected,371,21.3,As Expected,174.2,As Expected,94,32.3,As Expected,67,36,0.41,As Expected,84,12,1.22,1.08,0,As Expected,38.5,0,14,912,2,8,25,26,24,17
112660,6,DaVita Centennial Atlanta Dialysis,1,418 DECATUR STREET SE,ATLANTA,GA,30312,Fulton,Profit,Yes,DaVita,No,18,Yes,No,No,As Expected,227,24.7,As Expected,147.3,As Expected,65,22,As Expected,42.3,18,0.83,As Expected,61,3.5,1.08,0.75,0.23,Worse than Expected,33,0,12,647,1,7,18,26,28,21
142742,10,DaVita Renal Center West Joliet,3,1051 ESSINGTON ROAD SUITE 160,JOLIET,IL,60435,Will,Profit,Yes,DaVita,No,29,Yes,Yes,No,As Expected,422,19.1,As Expected,168.9,As Expected,108,32.8,As Expected,25.5,27,1.79,As Expected,77,17.9,0.76,0.46,0.62,As Expected,64.4,5,38,965,1,5,22,28,24,22
402546,3,FKC Naranjito,1,road 174 km 6.9,NARANJITO,PR,719,Naranjito,Profit,Yes,Fresenius Medical Care,No,24,Yes,Yes,Yes,As Expected,404,33.1,As Expected,134.6,Worse than Expected,86,47.7,Not Available,,48,0.31,As Expected,118,11.1,0.23,0.62,0.15,As Expected,41.7,0,6,1258,1,11,27,30,22,10
52757,17,FRESENIUS MEDICAL CARE - DIABLO CENTRAL PITTSBURG,4,1800 N. Park Blvd,Pittsburg,CA,94565,Contra Costa,Profit,Yes,Fresenius Medical Care,No,36,Yes,No,No,As Expected,272,24.8,As Expected,97.5,As Expected,56,24.4,As Expected,32.8,44,0.57,As Expected,73,20.4,0.87,0.72,0,As Expected,68.1,0,35,877,0,7,26,31,18,17
142761,10,HOME DIALYSIS SEVICES HICKORY HILLS LLC,,7831 W 95TH ST STE CNE,HICKORY HILLS,IL,60457,Cook,Profit,No,Independent,No,0,No,Yes,Yes,As Expected,76,31.3,Worse than Expected,327.4,As Expected,30,32.7,Not Available,,12,,As Expected,16,36.8,,1.52,,Not Available,,,2,169,2,6,36,31,14,12
162536,12,Sanford Health Dialysis Hospers,2,112 Sunrise Drive,HOSPERS,IA,51238,Sioux,Non-profit,No,Independent,No,8,Yes,No,No,As Expected,69,22.5,As Expected,164.6,As Expected,18,31,Not Available,,11,,As Expected,17,3.8,1.64,0.44,0.47,As Expected,63.8,0,6,148,0,9,27,22,27,16
112628,6,FMC - RCG  BAINBRIDGE,1,703 E SHOTWELL STREET,BAINBRIDGE,GA,39819,Decatur,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,No,As Expected,192,20.1,As Expected,200.7,As Expected,64,28.3,Worse than Expected,87.2,18,,As Expected,51,10.4,0.91,0.93,0,As Expected,44.6,0,8,499,0,9,19,25,23,23
332599,2,DaVita White Plains Dialysis Center,5,611 W. Hartsdale Avenue,White Plains,NY,10607,Westchester,Profit,Yes,DaVita,No,15,Yes,Yes,Yes,As Expected,296,15.1,As Expected,78.5,As Expected,44,21.3,As Expected,4.9,44,0.97,As Expected,79,24.6,0.6,0.7,0.27,As Expected,59.8,0,40,963,1,4,19,28,32,18
672738,14,USRC BRYANT IRVIN,2,5729 BRYANT IRVIN RD,FORT WORTH,TX,76132,Tarrant,Profit,Yes,"US Renal Care, Inc.",No,17,Yes,No,No,As Expected,327,26.5,As Expected,156.9,As Expected,79,21,Worse than Expected,97.6,51,1.53,As Expected,82,3,1.4,1.17,0.17,As Expected,57.2,0,15,584,0,4,26,25,28,17
442677,8,FMC LEWISBURG,4,1030 WAR EAGLE DRIVE,LEWISBURG,TN,37091,Marshall,Profit,Yes,Fresenius Medical Care,No,13,Yes,No,No,As Expected,148,32.7,As Expected,104.5,As Expected,13,21.8,Not Available,,18,,As Expected,27,22.6,,,0,As Expected,65.8,0,3,310,0,8,23,25,26,17
362627,9,FRESENIUS MEDICAL CARE GREATER COLUMBUS REGIONAL DIALYSIS,2,"285 E. STATE ST., SUITE 170",COLUMBUS,OH,43215,Franklin,Profit,Yes,Fresenius Medical Care,Yes,30,Yes,Yes,Yes,As Expected,415,17.9,As Expected,148.3,As Expected,103,21.3,Not Available,,43,0.47,As Expected,99,7.5,0.94,0.77,0.47,As Expected,48.5,0,15,1044,0,6,20,24,29,21
462308,15,462308 TOOELE VALLEY DIALYSIS CENTER,5,196 E 2000 N STE 112,TOOELE,UT,84074,Tooele,Non-profit,Yes,Intermountain Healthcare,No,7,Yes,No,No,As Expected,129,17.8,As Expected,105.2,As Expected,25,22.5,As Expected,8.6,7,,As Expected,38,18.1,0.84,0.97,0,As Expected,73.9,,9,333,2,3,20,24,30,23
392663,4,FKC Graduate,3,"1740 South Street, Suite 100",Philadelphia,PA,19146,Philadelphia,Profit,Yes,Fresenius Medical Care,No,24,Yes,No,No,As Expected,257,16,As Expected,119.7,As Expected,63,29.6,Not Available,,22,0.44,As Expected,74,8.2,0.96,1.27,0,As Expected,59.7,0,17,809,1,7,21,25,29,19
742601,14,SATELLITE WELLBOUND CEDAR PARK,,1515 Medical Parkway,Cedar Park,TX,78613,Williamson,Profit,Yes,Other,No,5,No,Yes,Yes,Not Available,9,,Not Available,,Not Available,4,,Not Available,,1,,As Expected,16,15.4,,,,Not Available,,,7,126,2,1,7,23,41,29
112831,6,DaVita Magnolia Oaks Dialysis,3,2377 Hwy 196 West,HINESVILLE,GA,31313,Liberty,Profit,Yes,DaVita,No,15,Yes,Yes,Yes,As Expected,469,31,As Expected,130.8,As Expected,99,22.1,As Expected,45.5,41,0.68,As Expected,109,12.4,0.95,0.81,0.13,As Expected,63.9,0,37,1145,1,7,19,30,26,18
102871,7,FMC - MANDARIN,2,9143 PHILIPS HWY SUITE 110,JACKSONVILLE,FL,32256,Duval,Profit,Yes,Fresenius Medical Care,No,16,Yes,Yes,Yes,As Expected,283,17.5,As Expected,153.9,As Expected,68,37.1,As Expected,6.8,29,0.93,As Expected,68,18.1,0.56,1.18,0,As Expected,44.6,0,15,634,0,3,20,25,31,21
